sample_id	experiment	time	time_unit	conc_unit	conc_level	module	module_size	eg_score	moduleCoverage	moduleCoveragePercetage
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_1	2747	-0.147309937916455	813	29.6
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_2m	1123	1.63580704902531	973	86.6
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_3m	609	-1.4566144572623	539	88.5
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_5m	318	1.59744315532729	232	73
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_6m	244	-0.0815189464825964	230	94.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_7m	221	1.75731561268832	171	77.4
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_8m	145	0.791444044788469	137	94.5
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_9m	165	-0.55071842013971	131	79.4
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_10m	118	1.8508970625024	113	95.8
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_12m	135	0.0199824629771864	118	87.4
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_13	81	0.174503580322118	71	87.7
